Pking_Entrez_geneID	Pking_gene_name	Pking_gene_symbol	type_of_gene
111833407	glutamate receptor ionotropic, NMDA 1	LOC111833407	protein-coding
111833408	histone-lysine N-methyltransferase EHMT1-like	LOC111833408	protein-coding
111833409	zinc finger protein 827-like	LOC111833409	protein-coding
111833410	voltage-dependent N-type calcium channel subunit alpha-1B-like	LOC111833410	protein-coding
111833411	uncharacterized LOC111833411	LOC111833411	ncRNA
111833412	hamartin-like	LOC111833412	protein-coding
111833413	ectonucleoside triphosphate diphosphohydrolase 2-like	LOC111833413	protein-coding
111833414	arrestin domain-containing protein 1-like	LOC111833414	protein-coding
111833417	interferon regulatory factor 1-like	LOC111833417	protein-coding
111833418	gamma-aminobutyric acid receptor subunit alpha-1	LOC111833418	protein-coding
111833419	gamma-aminobutyric acid receptor subunit gamma-2-like	LOC111833419	protein-coding
111833420	prolyl 4-hydroxylase subunit alpha-2-like	LOC111833420	protein-coding
111833421	PDZ and LIM domain protein 4-like	LOC111833421	protein-coding
111833422	gamma-aminobutyric acid receptor subunit alpha-6-like	LOC111833422	protein-coding
111833423	gamma-aminobutyric acid receptor subunit beta-2-like	LOC111833423	protein-coding
111833425	janus kinase and microtubule-interacting protein 2-like	LOC111833425	protein-coding
111833426	F-box/LRR-repeat protein 3-like	LOC111833426	protein-coding
111833428	heparan sulfate glucosamine 3-O-sulfotransferase 2-like	LOC111833428	protein-coding
111833430	interleukin-21 receptor-like	LOC111833430	protein-coding
111833431	interleukin-21 receptor-like	LOC111833431	protein-coding
111833434	ubiquitin carboxyl-terminal hydrolase 31-like	LOC111833434	protein-coding
111833435	3-phosphoinositide-dependent protein kinase 1-like	LOC111833435	protein-coding
111833438	MOB kinase activator 1B	LOC111833438	protein-coding
111833439	C-X-C motif chemokine 11-1-like	LOC111833439	protein-coding
111833440	C-X-C motif chemokine 11-6-like	LOC111833440	protein-coding
111833441	uncharacterized LOC111833441	LOC111833441	ncRNA
111833442	extracellular matrix protein FRAS1-like	LOC111833442	protein-coding
111833443	C-X-C motif chemokine 11-6-like	LOC111833443	protein-coding
111833444	C-X-C motif chemokine 11-6-like	LOC111833444	protein-coding
111833445	electrogenic sodium bicarbonate cotransporter 1-like	LOC111833445	protein-coding
111833446	CCR4-NOT transcription complex subunit 6-like	LOC111833446	protein-coding
111833449	FERM and PDZ domain-containing protein 1-like	LOC111833449	protein-coding
111833450	low-density lipoprotein receptor-like	LOC111833450	protein-coding
111833455	uncharacterized LOC111833455	LOC111833455	ncRNA
111833457	uncharacterized LOC111833457	LOC111833457	protein-coding
111833459	sphingosine 1-phosphate receptor 1-like	LOC111833459	protein-coding
111833460	thioredoxin, mitochondrial-like	LOC111833460	protein-coding
111833464	uncharacterized LOC111833464	LOC111833464	ncRNA
111833465	uncharacterized LOC111833465	LOC111833465	ncRNA
111833467	Krueppel-like factor 2	LOC111833467	protein-coding
111833469	osteocalcin 2b-like	LOC111833469	protein-coding
111833470	matrix Gla protein-like	LOC111833470	protein-coding
111833471	riboflavin-binding protein-like	LOC111833471	protein-coding
111833472	uncharacterized LOC111833472	LOC111833472	ncRNA
111833474	bestrophin-2-like	LOC111833474	protein-coding
111833475	uncharacterized LOC111833475	LOC111833475	protein-coding
111833476	ATPase asna1-like	LOC111833476	protein-coding
111833477	uncharacterized LOC111833477	LOC111833477	ncRNA
111833478	angiopoietin-2-like	LOC111833478	protein-coding
111833479	E3 ubiquitin/ISG15 ligase TRIM25-like	LOC111833479	protein-coding
111833481	uncharacterized LOC111833481	LOC111833481	protein-coding
111833482	myosin-10-like	LOC111833482	protein-coding
111833483	myosin-10-like	LOC111833483	protein-coding
111833484	N-acetylmuramoyl-L-alanine amidase-like	LOC111833484	protein-coding
111833485	protein Wiz-like	LOC111833485	protein-coding
111833486	interleukin enhancer-binding factor 3 homolog	LOC111833486	protein-coding
111833487	uncharacterized LOC111833487	LOC111833487	protein-coding
111833488	heme oxygenase-like	LOC111833488	protein-coding
111833489	RNA binding protein fox-1 homolog 2-like	LOC111833489	protein-coding
111833490	glycine receptor subunit beta-like	LOC111833490	protein-coding
111833491	forkhead box protein D3-like	LOC111833491	protein-coding
111833492	E3 ubiquitin/ISG15 ligase TRIM25-like	LOC111833492	protein-coding
111833493	uncharacterized protein C16orf45-like	LOC111833493	protein-coding
111833495	tetraspanin-1-like	LOC111833495	protein-coding
111833496	sorting nexin-9-like	LOC111833496	protein-coding
111833497	uncharacterized LOC111833497	LOC111833497	ncRNA
111833498	zinc finger MYM-type protein 1-like	LOC111833498	protein-coding
111833499	uncharacterized LOC111833499	LOC111833499	ncRNA
111833501	uncharacterized LOC111833501	LOC111833501	protein-coding
111833502	paralemmin-1-like	LOC111833502	protein-coding
111833504	uncharacterized LOC111833504	LOC111833504	ncRNA
111833505	tyrosine-protein phosphatase non-receptor type 14-like	LOC111833505	protein-coding
111833506	N-lysine methyltransferase SMYD2-A-like	LOC111833506	protein-coding
111833510	nuclear factor 1 X-type-like	LOC111833510	protein-coding
111833512	UV excision repair protein RAD23 homolog A-like	LOC111833512	protein-coding
111833513	uncharacterized LOC111833513	LOC111833513	protein-coding
111833514	uncharacterized LOC111833514	LOC111833514	ncRNA
111833516	transcription factor jun-B-like	LOC111833516	protein-coding
111833517	peroxiredoxin-2-like	LOC111833517	protein-coding
111833518	choline transporter-like protein 2	LOC111833518	protein-coding
111833520	septin-9-like	LOC111833520	protein-coding
111833521	uncharacterized LOC111833521	LOC111833521	ncRNA
111833522	target of Myb protein 1-like	LOC111833522	protein-coding
111833523	noggin-like	LOC111833523	protein-coding
111833525	titin-like	LOC111833525	protein-coding
111833526	serine/threonine-protein kinase N1-like	LOC111833526	protein-coding
111833527	neuronal acetylcholine receptor subunit alpha-9-II-like	LOC111833527	protein-coding
111833529	ubinuclein-2-like	LOC111833529	protein-coding
111833530	telomerase RNA component interacting RNase-like	LOC111833530	protein-coding
111833531	RING finger protein 11-like	LOC111833531	protein-coding
111833533	POU domain, class 4, transcription factor 2-like	LOC111833533	protein-coding
111833535	uncharacterized LOC111833535	LOC111833535	ncRNA
111833538	microtubule-associated serine/threonine-protein kinase 1-like	LOC111833538	protein-coding
111833539	erythropoietin receptor-like	LOC111833539	protein-coding
111833540	ras-related protein Rab-3D-like	LOC111833540	protein-coding
111833542	protein CYR61-like	LOC111833542	protein-coding
111833543	uncharacterized LOC111833543	LOC111833543	ncRNA
111833545	tryptophan 2,3-dioxygenase A-like	LOC111833545	protein-coding
111833546	EVI5-like protein	LOC111833546	protein-coding
111833547	zinc finger protein Gfi-1b-like	LOC111833547	protein-coding
111833548	uncharacterized LOC111833548	LOC111833548	ncRNA
111833551	protein lyl-1-like	LOC111833551	protein-coding
111833552	calponin-1-like	LOC111833552	protein-coding
111833555	uncharacterized LOC111833555	LOC111833555	ncRNA
111833556	AF4/FMR2 family member 1-like	LOC111833556	protein-coding
111833559	polycomb protein suz12-B-like	LOC111833559	protein-coding
111833561	uncharacterized LOC111833561	LOC111833561	ncRNA
111833562	pro-opiomelanocortin-1-like	LOC111833562	protein-coding
111833563	growth factor receptor-bound protein 2-like	LOC111833563	protein-coding
111833564	probable inactive protein kinase DDB_G0270444	LOC111833564	protein-coding
111833565	golgin subfamily A member 6-like protein 1	LOC111833565	protein-coding
111833566	T-lymphocyte activation antigen CD80-like	LOC111833566	protein-coding
111833568	myosin-9-like	LOC111833568	protein-coding
111833571	DAN domain family member 5-like	LOC111833571	protein-coding
111833573	disabled homolog 2-interacting protein-like	LOC111833573	protein-coding
111833575	transmembrane protein 56-B-like	LOC111833575	protein-coding
111833577	E3 ubiquitin/ISG15 ligase TRIM25-like	LOC111833577	protein-coding
111833579	mucolipin-1-like	LOC111833579	protein-coding
111833580	uncharacterized LOC111833580	LOC111833580	ncRNA
111833581	transcription activator BRG1-like	LOC111833581	protein-coding
111833585	uncharacterized LOC111833585	LOC111833585	ncRNA
111833587	volume-regulated anion channel subunit LRRC8E-like	LOC111833587	protein-coding
111833590	uncharacterized LOC111833590	LOC111833590	ncRNA
111833592	uncharacterized LOC111833592	LOC111833592	ncRNA
111833593	sterile alpha motif domain-containing protein 9-like	LOC111833593	protein-coding
111833594	uncharacterized LOC111833594	LOC111833594	ncRNA
111833598	relaxin receptor 1-like	LOC111833598	protein-coding
111833599	MIF4G domain-containing protein B-like	LOC111833599	protein-coding
111833600	jupiter microtubule associated homolog 1-like	LOC111833600	protein-coding
111833601	small ubiquitin-related modifier 2	LOC111833601	protein-coding
111833604	AP-1 complex subunit mu-2	LOC111833604	protein-coding
111833605	cyclin-dependent kinase 4 inhibitor D-like	LOC111833605	protein-coding
111833606	uncharacterized LOC111833606	LOC111833606	ncRNA
111833607	small nucleolar RNA SNORA62/SNORA6 family	LOC111833607	snoRNA
111833608	small nucleolar RNA SNORA62/SNORA6 family	LOC111833608	snoRNA
111833616	follistatin-related protein 5-like	LOC111833616	protein-coding
111833618	sphingosine 1-phosphate receptor 3-like	LOC111833618	protein-coding
111833619	semaphorin-4D-like	LOC111833619	protein-coding
111833620	mothers against decapentaplegic homolog 7-like	LOC111833620	protein-coding
111833621	zinc finger and BTB domain-containing protein 7C-like	LOC111833621	protein-coding
111833622	dymeclin-like	LOC111833622	protein-coding
111833623	CD9 antigen-like	LOC111833623	protein-coding
111833624	predicted GPI-anchored protein 58	LOC111833624	protein-coding
111833627	tripartite motif-containing protein 16-like	LOC111833627	protein-coding
111833628	ephrin type-B receptor 1-like	LOC111833628	protein-coding
111833629	E3 ubiquitin/ISG15 ligase TRIM25-like	LOC111833629	protein-coding
111833631	uncharacterized LOC111833631	LOC111833631	ncRNA
111833633	uncharacterized LOC111833633	LOC111833633	ncRNA
111833634	PDZ domain-containing RING finger protein 4-like	LOC111833634	protein-coding
111833635	hyaluronidase-5-like	LOC111833635	protein-coding
111833636	hyaluronidase-5-like	LOC111833636	protein-coding
111833637	prosaposin receptor GPR37-like	LOC111833637	protein-coding
111833638	hyaluronidase-4-like	LOC111833638	protein-coding
111833639	hyaluronidase-1-like	LOC111833639	protein-coding
111833641	hyaluronidase-5-like	LOC111833641	protein-coding
111833642	hyaluronidase-5-like	LOC111833642	protein-coding
111833644	U1 spliceosomal RNA	LOC111833644	snRNA
111833647	microtubule-associated protein 6 homolog	LOC111833647	protein-coding
111833648	secreted frizzled-related protein 2-like	LOC111833648	protein-coding
111833649	uncharacterized LOC111833649	LOC111833649	ncRNA
111833651	52 kDa repressor of the inhibitor of the protein kinase-like	LOC111833651	protein-coding
111833652	GTPase IMAP family member 4-like	LOC111833652	protein-coding
111833653	uncharacterized LOC111833653	LOC111833653	protein-coding
111833654	platelet-derived growth factor C-like	LOC111833654	protein-coding
111833663	mid1-interacting protein 1-like	LOC111833663	protein-coding
111833664	membrane transport protein XK-like	LOC111833664	protein-coding
111833665	uncharacterized LOC111833665	LOC111833665	ncRNA
111833666	ADP-ribosylation factor-like protein 13B	LOC111833666	protein-coding
111833667	sushi repeat-containing protein SRPX2-like	LOC111833667	protein-coding
111833670	magnesium transporter NIPA2-like	LOC111833670	protein-coding
111833672	60S ribosomal protein L36a	LOC111833672	protein-coding
111833673	cytochrome b-245 heavy chain-like	LOC111833673	protein-coding
111833674	glycine receptor subunit alpha-4-like	LOC111833674	protein-coding
111833675	palmitoyltransferase ZDHHC9-like	LOC111833675	protein-coding
111833676	BCL-6 corepressor-like protein 1	LOC111833676	protein-coding
111833677	U3 small nucleolar RNA-associated protein 14 homolog A-like	LOC111833677	protein-coding
111833678	LIM and calponin homology domains-containing protein 1-like	LOC111833678	protein-coding
111833679	dystrophin-related protein 2-like	LOC111833679	protein-coding
111833682	uncharacterized LOC111833682	LOC111833682	ncRNA
111833683	ena/VASP-like protein	LOC111833683	protein-coding
111833685	formin-like	LOC111833685	protein-coding
111833686	junctional adhesion molecule-like	LOC111833686	protein-coding
111833687	trissin receptor-like	LOC111833687	protein-coding
111833688	galectin-3-like	LOC111833688	protein-coding
111833689	THAP domain-containing protein 4-like	LOC111833689	protein-coding
111833690	uncharacterized LOC111833690	LOC111833690	protein-coding
111833691	adhesion G protein-coupled receptor G3-like	LOC111833691	protein-coding
111833692	fatty acid desaturase 2-like	LOC111833692	protein-coding
111833693	protein FAM102A-like	LOC111833693	protein-coding
111833695	C3a anaphylatoxin chemotactic receptor-like	LOC111833695	protein-coding
111833697	paired mesoderm homeobox protein 2B-like	LOC111833697	protein-coding
111833700	heat shock cognate 71 kDa protein-like	LOC111833700	protein-coding
111833701	uncharacterized LOC111833701	LOC111833701	protein-coding
111833702	uncharacterized LOC111833702	LOC111833702	ncRNA
111833703	TBC1 domain family member 15-like	LOC111833703	protein-coding
111833704	ubiquitin carboxyl-terminal hydrolase isozyme L1-like	LOC111833704	protein-coding
111833710	hemicentin-1-like	LOC111833710	protein-coding
111833711	LIM/homeobox protein Lhx6-like	LOC111833711	protein-coding
111833715	phosphoglucomutase-like protein 5	LOC111833715	protein-coding
111833716	uncharacterized LOC111833716	LOC111833716	protein-coding
111833717	COBW domain-containing protein 1-like	LOC111833717	protein-coding
111833719	transmembrane anterior posterior transformation protein 1 homolog	LOC111833719	protein-coding
111833721	prostaglandin G/H synthase 1-like	LOC111833721	protein-coding
111833722	uncharacterized LOC111833722	LOC111833722	ncRNA
111833723	keratin, type I cytoskeletal 18-like	LOC111833723	protein-coding
111833725	zinc finger and BTB domain-containing protein 26-like	LOC111833725	protein-coding
111833726	uncharacterized LOC111833726	LOC111833726	ncRNA
111833727	serine protease 27-like	LOC111833727	protein-coding
111833728	LIM domain-binding protein 2-like	LOC111833728	protein-coding
111833729	uncharacterized LOC111833729	LOC111833729	ncRNA
111833732	lysophospholipase D GDPD3-like	LOC111833732	protein-coding
111833736	serine/threonine-protein kinase NLK2-like	LOC111833736	protein-coding
111833740	phosphatidylinositol transfer protein beta isoform-like	LOC111833740	protein-coding
111833741	protein yippee-like 3	LOC111833741	protein-coding
