rev1	XM_023790310.1
LOC111833211	XM_023791239.1
LOC111833218	XM_023791240.1
LOC111833218	XM_023791241.1
med15	XM_023791242.1
LOC111833220	XM_023791243.1
LOC111833211	XM_023791244.1
LOC111833221	XM_023791245.1
LOC111833222	XM_023791246.1
smpd4	XM_023791247.1
smpd4	XM_023791248.1
smpd4	XM_023791249.1
smpd4	XM_023791250.1
LOC111833224	XM_023791251.1
LOC111833225	XM_023791252.1
LOC111833211	XM_023791253.1
LOC111833225	XM_023791254.1
LOC111833225	XM_023791255.1
LOC111833225	XM_023791256.1
LOC111833225	XM_023791257.1
LOC111833225	XM_023791258.1
LOC111833225	XM_023791259.1
LOC111833225	XM_023791260.1
LOC111833225	XM_023791261.1
LOC111833225	XM_023791262.1
LOC111833225	XM_023791263.1
LOC111833211	XM_023791264.1
LOC111833225	XM_023791265.1
LOC111833225	XM_023791266.1
LOC111833226	XM_023791267.1
cenpe	XM_023791268.1
cenpe	XM_023791269.1
cenpe	XM_023791270.1
cenpe	XM_023791271.1
cenpe	XM_023791272.1
LOC111833211	XM_023791273.1
svopl	XM_023791274.1
svopl	XM_023791275.1
svopl	XM_023791276.1
kcnj8	XM_023791277.1
LOC111833231	XM_023791278.1
LOC111833231	XM_023791279.1
cunh12orf75	XM_023791280.1
LOC111833211	XM_023791281.1
plxnb2	XM_023791282.1
plxnb2	XM_023791283.1
appl2	XM_023791284.1
LOC111833236	XM_023791285.1
LOC111833236	XM_023791286.1
LOC111833237	XM_023791287.1
LOC111833237	XM_023791288.1
LOC111833211	XM_023791289.1
LOC111833237	XM_023791290.1
LOC111833238	XM_023791291.1
LOC111833238	XM_023791292.1
LOC111833238	XM_023791293.1
dbx2	XM_023791294.1
LOC111833241	XM_023791295.1
LOC111833241	XM_023791296.1
LOC111833211	XM_023791297.1
LOC111833243	XM_023791298.1
LOC111833243	XM_023791299.1
LOC111833245	XM_023791300.1
LOC111833245	XM_023791301.1
LOC111833245	XM_023791302.1
LOC111833245	XM_023791303.1
LOC111833245	XM_023791304.1
LOC111833211	XM_023791305.1
LOC111833245	XM_023791306.1
LOC111833245	XM_023791307.1
LOC111833245	XM_023791308.1
LOC111833245	XM_023791309.1
LOC111833245	XM_023791310.1
LOC111833245	XM_023791311.1
LOC111833245	XM_023791312.1
LOC111833245	XM_023791313.1
LOC111833245	XM_023791314.1
LOC111833245	XM_023791315.1
LOC111833211	XM_023791316.1
LOC111833245	XM_023791317.1
LOC111833245	XM_023791318.1
LOC111833245	XM_023791319.1
LOC111833245	XM_023791320.1
LOC111833245	XM_023791321.1
LOC111833245	XM_023791322.1
ttc38	XM_023791323.1
ttc38	XM_023791324.1
ttc38	XM_023791325.1
LOC111833211	XM_023791326.1
LOC111833252	XM_023791327.1
LOC111833253	XM_023791328.1
mon2	XM_023791329.1
LOC111833255	XM_023791330.1
LOC111833211	XM_023791331.1
LOC111833256	XM_023791332.1
prrt4	XM_023791333.1
prrt4	XM_023791334.1
prrt4	XM_023791335.1
LOC111833258	XM_023791336.1
LOC111833258	XM_023791337.1
LOC111833258	XM_023791338.1
LOC111833258	XM_023791339.1
LOC111833258	XM_023791340.1
LOC111833258	XM_023791341.1
LOC111833260	XM_023791342.1
LOC111833260	XM_023791343.1
grb14	XM_023791344.1
LOC111833259	XM_023791345.1
LOC111833260	XM_023791346.1
LOC111833260	XM_023791347.1
LOC111833260	XM_023791348.1
LOC111833260	XM_023791349.1
LOC111833260	XM_023791350.1
LOC111833260	XM_023791351.1
LOC111833260	XM_023791352.1
LOC111833260	XM_023791353.1
LOC111833260	XM_023791354.1
mettl25	XM_023791355.1
mettl25	XM_023791356.1
ccdc59	XM_023791357.1
LOC111833264	XM_023791358.1
LOC111833264	XM_023791359.1
LOC111833262	XM_023791360.1
irf5	XM_023791361.1
irf5	XM_023791362.1
irf5	XM_023791363.1
LOC111833267	XM_023791364.1
LOC111833267	XM_023791365.1
LOC111833269	XM_023791366.1
LOC111833262	XM_023791367.1
LOC111833269	XM_023791368.1
LOC111833269	XM_023791369.1
cfap54	XM_023791370.1
cfap54	XM_023791371.1
cfap54	XM_023791372.1
LOC111833271	XM_023791373.1
LOC111833271	XM_023791374.1
LOC111833271	XM_023791375.1
LOC111833271	XM_023791376.1
LOC111833262	XM_023791377.1
LOC111833271	XM_023791378.1
LOC111833271	XM_023791379.1
hdac10	XM_023791380.1
hdac10	XM_023791381.1
hdac10	XM_023791382.1
hdac10	XM_023791383.1
hdac10	XM_023791384.1
hdac10	XM_023791385.1
hdac10	XM_023791386.1
LOC111833262	XM_023791387.1
parvb	XM_023791388.1
parvb	XM_023791389.1
parvb	XM_023791390.1
parvg	XM_023791391.1
LOC111833275	XM_023791392.1
LOC111833275	XM_023791393.1
LOC111833276	XM_023791394.1
LOC111833276	XM_023791395.1
LOC111833262	XM_023791396.1
sema3e	XM_023791397.1
LOC111833279	XM_023791398.1
LOC111833279	XM_023791399.1
LOC111833279	XM_023791400.1
LOC111833279	XM_023791401.1
LOC111833280	XM_023791402.1
LOC111833280	XM_023791403.1
LOC111833280	XM_023791404.1
LOC111833262	XM_023791405.1
LOC111833280	XM_023791406.1
LOC111833280	XM_023791407.1
LOC111833280	XM_023791408.1
LOC111833280	XM_023791409.1
LOC111833280	XM_023791410.1
LOC111833280	XM_023791411.1
snd1	XM_023791412.1
lrrc4	XM_023791413.1
LOC111833262	XM_023791414.1
pax4	XM_023791415.1
pax4	XM_023791416.1
pax4	XM_023791417.1
LOC111833284	XM_023791418.1
kdm5a	XM_023791419.1
LOC111833286	XM_023791420.1
LOC111833286	XM_023791421.1
LOC111833262	XM_023791422.1
srgap1	XM_023791423.1
srgap1	XM_023791424.1
srgap1	XM_023791425.1
LOC111833289	XM_023791426.1
LOC111833289	XM_023791427.1
LOC111833289	XM_023791428.1
LOC111833262	XM_023791429.1
usp15	XM_023791430.1
usp15	XM_023791431.1
usp15	XM_023791432.1
usp15	XM_023791433.1
usp15	XM_023791434.1
grb14	XM_023791435.1
usp15	XM_023791436.1
LOC111833292	XM_023791437.1
LOC111833292	XM_023791438.1
LOC111833262	XM_023791439.1
pus7l	XM_023791440.1
tmem117	XM_023791441.1
tmem117	XM_023791442.1
tmem117	XM_023791443.1
tmem117	XM_023791444.1
tmem117	XM_023791445.1
tmem117	XM_023791446.1
tmem117	XM_023791447.1
tmem117	XM_023791448.1
tmem117	XM_023791449.1
tmem117	XM_023791450.1
irak4	XM_023791451.1
irak4	XM_023791452.1
LOC111833296	XM_023791453.1
irak4	XM_023791454.1
irak4	XM_023791455.1
LOC111833298	XM_023791456.1
LOC111833299	XM_023791457.1
LOC111833299	XM_023791458.1
LOC111833299	XM_023791459.1
nuak1	XM_023791460.1
gtf3c6	XM_023791461.1
LOC111833296	XM_023791462.1
ppm1h	XM_023791463.1
LOC111833304	XM_023791464.1
LOC111833304	XM_023791465.1
LOC111833304	XM_023791466.1
rbm28	XM_023791467.1
rbm28	XM_023791468.1
LOC111833296	XM_023791469.1
LOC111833306	XM_023791470.1
LOC111833306	XM_023791471.1
LOC111833307	XM_023791472.1
cdkn1b	XM_023791473.1
LOC111833309	XM_023791474.1
LOC111833309	XM_023791475.1
LOC111833309	XM_023791476.1
LOC111833309	XM_023791477.1
LOC111833309	XM_023791478.1
LOC111833296	XM_023791479.1
LOC111833309	XM_023791480.1
LOC111833311	XM_023791481.1
LOC111833311	XM_023791482.1
fam180a	XM_023791483.1
LOC111833313	XM_023791484.1
LOC111833313	XM_023791485.1
LOC111833313	XM_023791486.1
LOC111833296	XM_023791487.1
LOC111833314	XM_023791488.1
LOC111833314	XM_023791489.1
LOC111833314	XM_023791490.1
LOC111833315	XM_023791491.1
LOC111833318	XM_023791492.1
LOC111833319	XM_023791493.1
LOC111833319	XM_023791494.1
cunh12orf66	XM_023791495.1
LOC111833321	XM_023791496.1
avpr1a	XM_023791497.1
LOC111833296	XM_023791498.1
avpr1a	XM_023791499.1
avpr1a	XM_023791500.1
avpr1a	XM_023791501.1
LOC111833323	XM_023791502.1
LOC111833324	XM_023791503.1
LOC111833324	XM_023791504.1
LOC111833324	XM_023791505.1
LOC111833296	XM_023791506.1
LOC111833326	XM_023791507.1
LOC111833331	XM_023791508.1
LOC111833296	XM_023791509.1
LOC111833335	XM_023791510.1
eif5b	XM_023791511.1
grb14	XM_023791512.1
LOC111833336	XM_023791513.1
LOC111833336	XM_023791514.1
LOC111833336	XM_023791515.1
arhgap8	XM_023791516.1
arhgap8	XM_023791517.1
arhgap8	XM_023791518.1
arhgap8	XM_023791519.1
arhgap8	XM_023791520.1
arhgap8	XM_023791521.1
LOC111833338	XM_023791522.1
LOC111833339	XM_023791523.1
LOC111833339	XM_023791524.1
LOC111833339	XM_023791525.1
LOC111833340	XM_023791526.1
LOC111833340	XM_023791527.1
LOC111833340	XM_023791528.1
LOC111833341	XM_023791529.1
LOC111833341	XM_023791530.1
LOC111833341	XM_023791531.1
LOC111833343	XM_023791532.1
LOC111833344	XM_023791533.1
LOC111833344	XM_023791534.1
LOC111833344	XM_023791535.1
LOC111833344	XM_023791536.1
LOC111833344	XM_023791537.1
LOC111833344	XM_023791538.1
LOC111833350	XM_023791539.1
LOC111833346	XM_023791540.1
LOC111833351	XM_023791541.1
LOC111833352	XM_023791542.1
LOC111833352	XM_023791543.1
gdf9	XM_023791544.1
LOC111833355	XM_023791545.1
LOC111833355	XM_023791546.1
LOC111833355	XM_023791547.1
LOC111833355	XM_023791548.1
LOC111833355	XM_023791549.1
LOC111833357	XM_023791550.1
LOC111833358	XM_023791551.1
LOC111833356	XM_023791552.1
LOC111833359	XM_023791553.1
LOC111833360	XM_023791554.1
LOC111833360	XM_023791555.1
LOC111833361	XM_023791556.1
LOC111833361	XM_023791557.1
LOC111833362	XM_023791558.1
sowaha	XM_023791559.1
LOC111833366	XM_023791560.1
LOC111833366	XM_023791561.1
LOC111833367	XM_023791562.1
LOC111833367	XM_023791563.1
LOC111833365	XM_023791564.1
LOC111833367	XM_023791565.1
LOC111833368	XM_023791566.1
LOC111833368	XM_023791567.1
LOC111833368	XM_023791568.1
LOC111833368	XM_023791569.1
LOC111833369	XM_023791570.1
ccng1	XM_023791571.1
nudcd2	XM_023791572.1
yipf5	XM_023791573.1
LOC111833374	XM_023791574.1
cacna1d	XM_023791575.1
slc10a7	XM_023791576.1
cacna1d	XM_023791577.1
cacna1d	XM_023791578.1
cacna1d	XM_023791579.1
dcp1a	XM_023791580.1
dcp1a	XM_023791581.1
actr8	XM_023791582.1
actr8	XM_023791583.1
selenok	XM_023791584.1
chdh	XM_023791585.1
chdh	XM_023791586.1
il17rb	XM_023791587.1
il17rb	XM_023791588.1
il17rb	XM_023791589.1
LOC111833380	XM_023791590.1
cacna2d3	XM_023791591.1
cacna2d3	XM_023791592.1
cacna2d3	XM_023791593.1
lrtm1	XM_023791594.1
grb14	XM_023791595.1
tkt	XM_023791596.1
tkt	XM_023791597.1
LOC111833386	XM_023791598.1
LOC111833385	XM_023791599.1
LOC111833387	XM_023791600.1
LOC111833387	XM_023791601.1
LOC111833388	XM_023791602.1
olfm1	XM_023791603.1
olfm1	XM_023791604.1
LOC111833390	XM_023791605.1
LOC111833390	XM_023791606.1
LOC111833385	XM_023791607.1
LOC111833391	XM_023791608.1
LOC111833391	XM_023791609.1
LOC111833391	XM_023791610.1
LOC111833391	XM_023791611.1
LOC111833392	XM_023791612.1
cunh9orf116	XM_023791613.1
LOC111833395	XM_023791614.1
LOC111833395	XM_023791615.1
LOC111833385	XM_023791616.1
LOC111833395	XM_023791617.1
LOC111833395	XM_023791618.1
LOC111833396	XM_023791619.1
LOC111833397	XM_023791620.1
LOC111833398	XM_023791621.1
LOC111833400	XM_023791622.1
nelfb	XM_023791623.1
nelfb	XM_023791624.1
phpt1	XM_023791625.1
phpt1	XM_023791626.1
LOC111833401	XM_023791627.1
LOC111833405	XM_023791628.1
LOC111833406	XM_023791629.1
LOC111833407	XM_023791630.1
LOC111833407	XM_023791631.1
LOC111833407	XM_023791632.1
LOC111833407	XM_023791633.1
LOC111833408	XM_023791634.1
LOC111833408	XM_023791635.1
LOC111833408	XM_023791636.1
LOC111833408	XM_023791637.1
LOC111833410	XM_023791638.1
LOC111833410	XM_023791639.1
LOC111833409	XM_023791640.1
LOC111833412	XM_023791641.1
LOC111833413	XM_023791642.1
LOC111833414	XM_023791643.1
atp10b	XM_023791644.1
LOC111833409	XM_023791645.1
atp10b	XM_023791646.1
atp10b	XM_023791647.1
LOC111833417	XM_023791648.1
LOC111833417	XM_023791649.1
LOC111833418	XM_023791650.1
LOC111833418	XM_023791651.1
LOC111833418	XM_023791652.1
LOC111833418	XM_023791653.1
LOC111833418	XM_023791654.1
LOC111833409	XM_023791655.1
LOC111833419	XM_023791656.1
LOC111833419	XM_023791657.1
LOC111833420	XM_023791658.1
LOC111833421	XM_023791659.1
LOC111833421	XM_023791660.1
LOC111833421	XM_023791661.1
LOC111833422	XM_023791662.1
LOC111833409	XM_023791663.1
LOC111833423	XM_023791664.1
atp7a	XM_023791665.1
atp7a	XM_023791666.1
LOC111833425	XM_023791667.1
LOC111833425	XM_023791668.1
LOC111833425	XM_023791669.1
LOC111833425	XM_023791670.1
LOC111833426	XM_023791671.1
LOC111833426	XM_023791672.1
LOC111833426	XM_023791673.1
LOC111833426	XM_023791674.1
LOC111833426	XM_023791675.1
LOC111833428	XM_023791676.1
cog7	XM_023791677.1
cog7	XM_023791678.1
cog7	XM_023791679.1
LOC111833409	XM_023791680.1
cog7	XM_023791681.1
cog7	XM_023791682.1
LOC111833430	XM_023791683.1
LOC111833430	XM_023791684.1
LOC111833430	XM_023791685.1
LOC111833431	XM_023791686.1
LOC111833431	XM_023791687.1
LOC111833431	XM_023791688.1
LOC111833431	XM_023791689.1
LOC111833431	XM_023791690.1
LOC111833431	XM_023791691.1
LOC111833431	XM_023791692.1
kctd5	XM_023791693.1
kctd5	XM_023791694.1
fbxo10	XM_023791695.1
LOC111833434	XM_023791696.1
LOC111833434	XM_023791697.1
LOC111833434	XM_023791698.1
LOC111833435	XM_023791699.1
LOC111833435	XM_023791700.1
rufy3	XM_023791701.1
rufy3	XM_023791702.1
rufy3	XM_023791703.1
rufy3	XM_023791704.1
rufy3	XM_023791705.1
rufy3	XM_023791706.1
rufy3	XM_023791707.1
grhpr	XM_023791708.1
LOC111833438	XM_023791709.1
LOC111833438	XM_023791710.1
LOC111833439	XM_023791711.1
LOC111833440	XM_023791712.1
LOC111833442	XM_023791713.1
LOC111833443	XM_023791714.1
dopey2	XM_023791715.1
grhpr	XM_023791716.1
LOC111833444	XM_023791717.1
LOC111833445	XM_023791718.1
LOC111833446	XM_023791719.1
npffr2	XM_023791720.1
npffr2	XM_023791721.1
npffr2	XM_023791722.1
ttc26	XM_023791723.1
ttc26	XM_023791724.1
LOC111833450	XM_023791725.1
LOC111833450	XM_023791726.1
LOC111833450	XM_023791727.1
LOC111833449	XM_023791728.1
utp6	XM_023791729.1
zglp1	XM_023791730.1
zglp1	XM_023791731.1
zglp1	XM_023791732.1
zglp1	XM_023791733.1
zglp1	XM_023791734.1
zglp1	XM_023791735.1
zglp1	XM_023791736.1
zglp1	XM_023791737.1
LOC111833449	XM_023791738.1
fdx1l	XM_023791739.1
rab11fip4	XM_023791740.1
rab11fip4	XM_023791741.1
rab11fip4	XM_023791742.1
rab11fip4	XM_023791743.1
LOC111833449	XM_023791744.1
rpsa	XM_023791745.1
LOC111833457	XM_023791746.1
acp5	XM_023791747.1
acp5	XM_023791748.1
LOC111833459	XM_023791749.1
LOC111833449	XM_023791750.1
LOC111833460	XM_023791751.1
card14	XM_023791752.1
card14	XM_023791753.1
cbx8	XM_023791754.1
ptger1	XM_023791755.1
ptger1	XM_023791756.1
LOC111833467	XM_023791757.1
LOC111833467	XM_023791758.1
ccdc40	XM_023791759.1
LOC111833469	XM_023791760.1
tomm5	XM_023791761.1
LOC111833470	XM_023791762.1
LOC111833471	XM_023791763.1
hook2	XM_023791764.1
hook2	XM_023791765.1
hook2	XM_023791766.1
LOC111833474	XM_023791767.1
LOC111833474	XM_023791768.1
LOC111833474	XM_023791769.1
LOC111833474	XM_023791770.1
LOC111833474	XM_023791771.1
LOC111833474	XM_023791772.1
LOC111833475	XM_023791773.1
LOC111833476	XM_023791774.1
LOC111833478	XM_023791775.1
LOC111833479	XM_023791776.1
atad5	XM_023791777.1
LOC111833481	XM_023791778.1
LOC111833482	XM_023791779.1
LOC111833475	XM_023791780.1
LOC111833483	XM_023791781.1
LOC111833484	XM_023791782.1
LOC111833485	XM_023791783.1
LOC111833486	XM_023791784.1
LOC111833487	XM_023791785.1
LOC111833488	XM_023791786.1
LOC111833489	XM_023791787.1
LOC111833491	XM_023791788.1
LOC111833492	XM_023791789.1
LOC111833493	XM_023791790.1
LOC111833490	XM_023791791.1
LOC111833495	XM_023791792.1
LOC111833495	XM_023791793.1
LOC111833496	XM_023791794.1
LOC111833496	XM_023791795.1
LOC111833496	XM_023791796.1
LOC111833498	XM_023791797.1
LOC111833490	XM_023791798.1
cfap52	XM_023791799.1
LOC111833501	XM_023791800.1
LOC111833501	XM_023791801.1
LOC111833501	XM_023791802.1
LOC111833501	XM_023791803.1
LOC111833501	XM_023791804.1
LOC111833502	XM_023791805.1
LOC111833490	XM_023791806.1
LOC111833502	XM_023791807.1
LOC111833502	XM_023791808.1
plppr2	XM_023791809.1
plppr2	XM_023791810.1
LOC111833505	XM_023791811.1
LOC111833505	XM_023791812.1
LOC111833505	XM_023791813.1
LOC111833505	XM_023791814.1
LOC111833506	XM_023791815.1
LOC111833506	XM_023791816.1
adap2	XM_023791817.1
adap2	XM_023791818.1
adap2	XM_023791819.1
adap2	XM_023791820.1
adap2	XM_023791821.1
adap2	XM_023791822.1
otud4	XM_023791823.1
tefm	XM_023791824.1
LOC111833510	XM_023791825.1
LOC111833510	XM_023791826.1
LOC111833510	XM_023791827.1
LOC111833510	XM_023791828.1
LOC111833510	XM_023791829.1
LOC111833510	XM_023791830.1
LOC111833510	XM_023791831.1
LOC111833510	XM_023791832.1
gtf2e1	XM_023791833.1
LOC111833510	XM_023791834.1
LOC111833510	XM_023791835.1
LOC111833510	XM_023791836.1
LOC111833510	XM_023791837.1
LOC111833510	XM_023791838.1
ints10	XM_023791839.1
LOC111833510	XM_023791840.1
LOC111833512	XM_023791841.1
LOC111833513	XM_023791842.1
LOC111833513	XM_023791843.1
rnaseh2a	XM_023791844.1
LOC111833516	XM_023791845.1
ints10	XM_023791846.1
LOC111833516	XM_023791847.1
LOC111833517	XM_023791848.1
LOC111833517	XM_023791849.1
LOC111833517	XM_023791850.1
LOC111833518	XM_023791851.1
LOC111833518	XM_023791852.1
LOC111833518	XM_023791853.1
LOC111833518	XM_023791854.1
ccdc151	XM_023791855.1
ints10	XM_023791856.1
ccdc151	XM_023791857.1
ccdc151	XM_023791858.1
LOC111833520	XM_023791859.1
LOC111833520	XM_023791860.1
LOC111833520	XM_023791861.1
LOC111833520	XM_023791862.1
LOC111833520	XM_023791863.1
LOC111833520	XM_023791864.1
LOC111833520	XM_023791865.1
LOC111833522	XM_023791866.1
LOC111833522	XM_023791867.1
LOC111833523	XM_023791868.1
wbp11	XM_023791869.1
LOC111833525	XM_023791870.1
LOC111833525	XM_023791871.1
LOC111833526	XM_023791872.1
LOC111833526	XM_023791873.1
cunh19orf67	XM_023791874.1
cunh19orf67	XM_023791875.1
cunh19orf67	XM_023791876.1
LOC111833527	XM_023791877.1
cunh19orf67	XM_023791878.1
cunh19orf67	XM_023791879.1
LOC111833529	XM_023791880.1
LOC111833529	XM_023791881.1
LOC111833529	XM_023791882.1
LOC111833529	XM_023791883.1
LOC111833530	XM_023791884.1
LOC111833531	XM_023791885.1
pik3r5	XM_023791886.1
ntn1	XM_023791887.1
ntn1	XM_023791888.1
ntn1	XM_023791889.1
ntn1	XM_023791890.1
LOC111833533	XM_023791891.1
ntn1	XM_023791892.1
prox1	XM_023791893.1
prox1	XM_023791894.1
prox1	XM_023791895.1
prox1	XM_023791896.1
rhot1	XM_023791897.1
rhot1	XM_023791898.1
LOC111833533	XM_023791899.1
LOC111833538	XM_023791900.1
LOC111833539	XM_023791901.1
LOC111833540	XM_023791902.1
ddx39a	XM_023791903.1
ddx39a	XM_023791904.1
LOC111833542	XM_023791905.1
hmgxb4	XM_023791906.1
hmgxb4	XM_023791907.1
hmgxb4	XM_023791908.1
hmgxb4	XM_023791909.1
hmgxb4	XM_023791910.1
LOC111833545	XM_023791911.1
hmgxb4	XM_023791912.1
hmgxb4	XM_023791913.1
LOC111833546	XM_023791914.1
LOC111833546	XM_023791915.1
LOC111833546	XM_023791916.1
LOC111833546	XM_023791917.1
LOC111833547	XM_023791918.1
LOC111833547	XM_023791919.1
LOC111833547	XM_023791920.1
gtf2e1	XM_023791921.1
LOC111833545	XM_023791922.1
LOC111833547	XM_023791923.1
map2k7	XM_023791924.1
map2k7	XM_023791925.1
znf207	XM_023791926.1
znf207	XM_023791927.1
LOC111833551	XM_023791928.1
LOC111833545	XM_023791929.1
LOC111833552	XM_023791930.1
pld6	XM_023791931.1
elof1	XM_023791932.1
elof1	XM_023791933.1
elof1	XM_023791934.1
LOC111833556	XM_023791935.1
keap1	XM_023791936.1
LOC111833545	XM_023791937.1
keap1	XM_023791938.1
keap1	XM_023791939.1
keap1	XM_023791940.1
tnrc6c	XM_023791941.1
LOC111833559	XM_023791942.1
LOC111833559	XM_023791943.1
LOC111833559	XM_023791944.1
LOC111833559	XM_023791945.1
LOC111833545	XM_023791946.1
LOC111833559	XM_023791947.1
rgl3	XM_023791948.1
rgl3	XM_023791949.1
rgl3	XM_023791950.1
rgl3	XM_023791951.1
rgl3	XM_023791952.1
rgl3	XM_023791953.1
LOC111833545	XM_023791954.1
LOC111833562	XM_023791955.1
LOC111833563	XM_023791956.1
LOC111833563	XM_023791957.1
LOC111833563	XM_023791958.1
LOC111833563	XM_023791959.1
LOC111833563	XM_023791960.1
LOC111833563	XM_023791961.1
LOC111833564	XM_023791962.1
LOC111833545	XM_023791963.1
LOC111833564	XM_023791964.1
LOC111833564	XM_023791965.1
LOC111833565	XM_023791966.1
LOC111833565	XM_023791967.1
LOC111833565	XM_023791968.1
LOC111833566	XM_023791969.1
LOC111833566	XM_023791970.1
LOC111833566	XM_023791971.1
LOC111833566	XM_023791972.1
LOC111833545	XM_023791973.1
stx8	XM_023791974.1
LOC111833568	XM_023791975.1
LOC111833568	XM_023791976.1
slc25a38	XM_023791977.1
slc25a38	XM_023791978.1
slc25a38	XM_023791979.1
slc25a38	XM_023791980.1
slc25a38	XM_023791981.1
slc25a38	XM_023791982.1
LOC111833545	XM_023791983.1
erp27	XM_023791984.1
erp27	XM_023791985.1
LOC111833571	XM_023791986.1
cenpf	XM_023791987.1
cenpf	XM_023791988.1
LOC111833573	XM_023791989.1
LOC111833573	XM_023791990.1
LOC111833573	XM_023791991.1
LOC111833545	XM_023791992.1
LOC111833573	XM_023791993.1
usp43	XM_023791994.1
LOC111833575	XM_023791995.1
LOC111833575	XM_023791996.1
LOC111833575	XM_023791997.1
LOC111833575	XM_023791998.1
pde6h	XM_023791999.1
LOC111833577	XM_023792000.1
LOC111833545	XM_023792001.1
LOC111833577	XM_023792002.1
LOC111833577	XM_023792003.1
LOC111833577	XM_023792004.1
dgke	XM_023792005.1
LOC111833579	XM_023792006.1
LOC111833579	XM_023792007.1
LOC111833581	XM_023792008.1
LOC111833581	XM_023792009.1
LOC111833581	XM_023792010.1
LOC111833581	XM_023792011.1
LOC111833581	XM_023792012.1
LOC111833581	XM_023792013.1
ctso	XM_023792014.1
LOC111833581	XM_023792015.1
tbc1d16	XM_023792016.1
tbc1d16	XM_023792017.1
tbc1d16	XM_023792018.1
tbc1d16	XM_023792019.1
cbx4	XM_023792020.1
cbx4	XM_023792021.1
LOC111833587	XM_023792022.1
LOC111833587	XM_023792023.1
LOC111833587	XM_023792024.1
LOC111833587	XM_023792025.1
LOC111833587	XM_023792026.1
LOC111833587	XM_023792027.1
npy2r	XM_023792028.1
LOC111833587	XM_023792029.1
LOC111833587	XM_023792030.1
crlf3	XM_023792031.1
crlf3	XM_023792032.1
crlf3	XM_023792033.1
crlf3	XM_023792034.1
crlf3	XM_023792035.1
pik3r6	XM_023792036.1
npy2r	XM_023792037.1
pik3r6	XM_023792038.1
pik3r6	XM_023792039.1
pik3r6	XM_023792040.1
pik3r6	XM_023792041.1
pik3r6	XM_023792042.1
pik3r6	XM_023792043.1
pik3r6	XM_023792044.1
pik3r6	XM_023792045.1
pik3r6	XM_023792046.1
pik3r6	XM_023792047.1
pik3r6	XM_023792048.1
LOC111833593	XM_023792049.1
rhbdl3	XM_023792050.1
gga3	XM_023792051.1
gga3	XM_023792052.1
ercc1	XM_023792053.1
mrps7	XM_023792054.1
LOC111833599	XM_023792055.1
LOC111833599	XM_023792056.1
LOC111833599	XM_023792057.1
LOC111833599	XM_023792058.1
LOC111833598	XM_023792059.1
LOC111833599	XM_023792060.1
LOC111833599	XM_023792061.1
LOC111833599	XM_023792062.1
LOC111833600	XM_023792063.1
LOC111833601	XM_023792064.1
atg4d	XM_023792065.1
atg4d	XM_023792066.1
atg4d	XM_023792067.1
LOC111833604	XM_023792068.1
LOC111833605	XM_023792069.1
fam198b	XM_023792070.1
ctif	XM_023792071.1
ctif	XM_023792072.1
ctif	XM_023792073.1
shc3	XM_023792074.1
shc3	XM_023792075.1
shc3	XM_023792076.1
shc3	XM_023792077.1
LOC111833616	XM_023792078.1
shc3	XM_023792079.1
shc3	XM_023792080.1
shc3	XM_023792081.1
shc3	XM_023792082.1
shc3	XM_023792083.1
shc3	XM_023792084.1
shc3	XM_023792085.1
shc3	XM_023792086.1
LOC111833618	XM_023792087.1
LOC111833616	XM_023792088.1
LOC111833619	XM_023792089.1
LOC111833619	XM_023792090.1
LOC111833619	XM_023792091.1
LOC111833619	XM_023792092.1
LOC111833619	XM_023792093.1
LOC111833619	XM_023792094.1
LOC111833619	XM_023792095.1
LOC111833619	XM_023792096.1
LOC111833619	XM_023792097.1
LOC111833619	XM_023792098.1
LOC111833616	XM_023792099.1
LOC111833619	XM_023792100.1
LOC111833619	XM_023792101.1
