GO_IDs	GO_terms
GO:0006482	protein demethylation
GO:0006486	protein glycosylation
GO:0006487	protein N-linked glycosylation
GO:0006488	dolichol-linked oligosaccharide biosynthetic process
GO:0006489	dolichyl diphosphate biosynthetic process
GO:0006490	oligosaccharide-lipid intermediate biosynthetic process
GO:0006491	N-glycan processing
GO:0006493	protein O-linked glycosylation
GO:0006497	protein lipidation
GO:0006499	N-terminal protein myristoylation
GO:0006501	C-terminal protein lipidation
GO:0006505	GPI anchor metabolic process
GO:0006506	GPI anchor biosynthetic process
GO:0006507	GPI anchor release
GO:0006508	proteolysis
GO:0006509	membrane protein ectodomain proteolysis
GO:0006511	ubiquitin-dependent protein catabolic process
GO:0006513	protein monoubiquitination
GO:0006515	protein quality control for misfolded or incompletely synthesized proteins
GO:0006516	glycoprotein catabolic process
GO:0006517	protein deglycosylation
GO:0006518	peptide metabolic process
GO:0006520	cellular amino acid metabolic process
GO:0006525	arginine metabolic process
GO:0006526	arginine biosynthetic process
GO:0006527	arginine catabolic process
GO:0006528	asparagine metabolic process
GO:0006529	asparagine biosynthetic process
GO:0006532	aspartate biosynthetic process
GO:0006533	aspartate catabolic process
GO:0006534	cysteine metabolic process
GO:0006535	cysteine biosynthetic process from serine
GO:0006536	glutamate metabolic process
GO:0006537	glutamate biosynthetic process
GO:0006541	glutamine metabolic process
GO:0006542	glutamine biosynthetic process
GO:0006543	glutamine catabolic process
GO:0006544	glycine metabolic process
GO:0006545	glycine biosynthetic process
GO:0006546	glycine catabolic process
GO:0006547	histidine metabolic process
GO:0006548	histidine catabolic process
GO:0006552	leucine catabolic process
GO:0006555	methionine metabolic process
GO:0006556	S-adenosylmethionine biosynthetic process
GO:0006557	S-adenosylmethioninamine biosynthetic process
GO:0006559	L-phenylalanine catabolic process
GO:0006560	proline metabolic process
GO:0006561	proline biosynthetic process
GO:0006562	proline catabolic process
GO:0006564	L-serine biosynthetic process
GO:0006565	L-serine catabolic process
GO:0006567	threonine catabolic process
GO:0006569	tryptophan catabolic process
GO:0006570	tyrosine metabolic process
GO:0006572	tyrosine catabolic process
GO:0006573	valine metabolic process
GO:0006574	valine catabolic process
GO:0006575	cellular modified amino acid metabolic process
GO:0006579	amino-acid betaine catabolic process
GO:0006581	acetylcholine catabolic process
GO:0006582	melanin metabolic process
GO:0006583	melanin biosynthetic process from tyrosine
GO:0006584	catecholamine metabolic process
GO:0006585	dopamine biosynthetic process from tyrosine
GO:0006589	octopamine biosynthetic process
GO:0006590	thyroid hormone generation
GO:0006595	polyamine metabolic process
GO:0006596	polyamine biosynthetic process
GO:0006597	spermine biosynthetic process
GO:0006601	creatine biosynthetic process
GO:0006605	protein targeting
GO:0006606	protein import into nucleus
GO:0006607	NLS-bearing protein import into nucleus
GO:0006610	ribosomal protein import into nucleus
GO:0006611	protein export from nucleus
GO:0006612	protein targeting to membrane
GO:0006613	cotranslational protein targeting to membrane
GO:0006614	SRP-dependent cotranslational protein targeting to membrane
GO:0006616	SRP-dependent cotranslational protein targeting to membrane, translocation
GO:0006617	SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition
GO:0006620	posttranslational protein targeting to endoplasmic reticulum membrane
GO:0006621	protein retention in ER lumen
GO:0006622	protein targeting to lysosome
GO:0006623	protein targeting to vacuole
GO:0006624	vacuolar protein processing
GO:0006625	protein targeting to peroxisome
GO:0006626	protein targeting to mitochondrion
GO:0006627	protein processing involved in protein targeting to mitochondrion
GO:0006629	lipid metabolic process
GO:0006631	fatty acid metabolic process
GO:0006633	fatty acid biosynthetic process
GO:0006635	fatty acid beta-oxidation
GO:0006636	unsaturated fatty acid biosynthetic process
GO:0006637	acyl-CoA metabolic process
GO:0006641	triglyceride metabolic process
GO:0006642	triglyceride mobilization
GO:0006643	membrane lipid metabolic process
GO:0006644	phospholipid metabolic process
GO:0006646	phosphatidylethanolamine biosynthetic process
GO:0006654	phosphatidic acid biosynthetic process
GO:0006655	phosphatidylglycerol biosynthetic process
GO:0006656	phosphatidylcholine biosynthetic process
GO:0006658	phosphatidylserine metabolic process
GO:0006659	phosphatidylserine biosynthetic process
GO:0006661	phosphatidylinositol biosynthetic process
GO:0006662	glycerol ether metabolic process
GO:0006665	sphingolipid metabolic process
GO:0006666	3-keto-sphinganine metabolic process
GO:0006670	sphingosine metabolic process
GO:0006672	ceramide metabolic process
GO:0006679	glucosylceramide biosynthetic process
GO:0006680	glucosylceramide catabolic process
GO:0006681	galactosylceramide metabolic process
GO:0006683	galactosylceramide catabolic process
GO:0006684	sphingomyelin metabolic process
GO:0006685	sphingomyelin catabolic process
GO:0006686	sphingomyelin biosynthetic process
GO:0006687	glycosphingolipid metabolic process
GO:0006688	glycosphingolipid biosynthetic process
GO:0006689	ganglioside catabolic process
GO:0006691	leukotriene metabolic process
GO:0006693	prostaglandin metabolic process
GO:0006694	steroid biosynthetic process
GO:0006695	cholesterol biosynthetic process
GO:0006696	ergosterol biosynthetic process
GO:0006699	bile acid biosynthetic process
GO:0006700	C21-steroid hormone biosynthetic process
GO:0006702	androgen biosynthetic process
GO:0006703	estrogen biosynthetic process
GO:0006704	glucocorticoid biosynthetic process
GO:0006707	cholesterol catabolic process
GO:0006725	cellular aromatic compound metabolic process
GO:0006729	tetrahydrobiopterin biosynthetic process
GO:0006730	one-carbon metabolic process
GO:0006734	NADH metabolic process
GO:0006739	NADP metabolic process
GO:0006740	NADPH regeneration
GO:0006741	NADP biosynthetic process
GO:0006742	NADP catabolic process
GO:0006744	ubiquinone biosynthetic process
GO:0006747	FAD biosynthetic process
GO:0006749	glutathione metabolic process
GO:0006750	glutathione biosynthetic process
GO:0006751	glutathione catabolic process
GO:0006754	ATP biosynthetic process
GO:0006760	folic acid-containing compound metabolic process
GO:0006772	thiamine metabolic process
GO:0006776	vitamin A metabolic process
GO:0006777	Mo-molybdopterin cofactor biosynthetic process
GO:0006778	porphyrin-containing compound metabolic process
GO:0006779	porphyrin-containing compound biosynthetic process
GO:0006780	uroporphyrinogen III biosynthetic process
GO:0006782	protoporphyrinogen IX biosynthetic process
GO:0006783	heme biosynthetic process
GO:0006784	heme a biosynthetic process
GO:0006788	heme oxidation
GO:0006790	sulfur compound metabolic process
GO:0006796	phosphate-containing compound metabolic process
GO:0006798	polyphosphate catabolic process
GO:0006801	superoxide metabolic process
GO:0006805	xenobiotic metabolic process
GO:0006807	nitrogen compound metabolic process
GO:0006809	nitric oxide biosynthetic process
GO:0006811	ion transport
GO:0006812	cation transport
GO:0006813	potassium ion transport
GO:0006814	sodium ion transport
GO:0006816	calcium ion transport
GO:0006817	phosphate ion transport
GO:0006820	anion transport
GO:0006821	chloride transport
GO:0006825	copper ion transport
GO:0006826	iron ion transport
GO:0006828	manganese ion transport
GO:0006829	zinc ion transport
GO:0006833	water transport
GO:0006836	neurotransmitter transport
GO:0006837	serotonin transport
GO:0006839	mitochondrial transport
GO:0006843	mitochondrial citrate transmembrane transport
GO:0006844	acyl carnitine transport
GO:0006850	mitochondrial pyruvate transmembrane transport
GO:0006851	mitochondrial calcium ion transmembrane transport
GO:0006855	drug transmembrane transport
GO:0006857	oligopeptide transport
GO:0006865	amino acid transport
GO:0006869	lipid transport
GO:0006874	cellular calcium ion homeostasis
GO:0006878	cellular copper ion homeostasis
GO:0006879	cellular iron ion homeostasis
GO:0006880	intracellular sequestering of iron ion
GO:0006882	cellular zinc ion homeostasis
GO:0006883	cellular sodium ion homeostasis
GO:0006884	cell volume homeostasis
GO:0006885	regulation of pH
GO:0006886	intracellular protein transport
GO:0006887	exocytosis
GO:0006888	ER to Golgi vesicle-mediated transport
GO:0006890	retrograde vesicle-mediated transport, Golgi to ER
GO:0006891	intra-Golgi vesicle-mediated transport
GO:0006892	post-Golgi vesicle-mediated transport
GO:0006893	Golgi to plasma membrane transport
GO:0006895	Golgi to endosome transport
GO:0006896	Golgi to vacuole transport
GO:0006897	endocytosis
GO:0006898	receptor-mediated endocytosis
GO:0006904	vesicle docking involved in exocytosis
GO:0006906	vesicle fusion
GO:0006907	pinocytosis
GO:0006909	phagocytosis
GO:0006910	phagocytosis, recognition
GO:0006911	phagocytosis, engulfment
GO:0006913	nucleocytoplasmic transport
GO:0006914	autophagy
GO:0006915	apoptotic process
GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0006930	substrate-dependent cell migration, cell extension
GO:0006935	chemotaxis
GO:0006936	muscle contraction
GO:0006937	regulation of muscle contraction
GO:0006939	smooth muscle contraction
GO:0006940	regulation of smooth muscle contraction
GO:0006941	striated muscle contraction
GO:0006942	regulation of striated muscle contraction
GO:0006950	response to stress
GO:0006952	defense response
GO:0006953	acute-phase response
GO:0006954	inflammatory response
GO:0006955	immune response
GO:0006956	complement activation
GO:0006957	complement activation, alternative pathway
GO:0006958	complement activation, classical pathway
GO:0006959	humoral immune response
GO:0006970	response to osmotic stress
GO:0006972	hyperosmotic response
GO:0006974	cellular response to DNA damage stimulus
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator
GO:0006979	response to oxidative stress
GO:0006983	ER overload response
GO:0006986	response to unfolded protein
GO:0006990	positive regulation of transcription from RNA polymerase II promoter involved in unfolded protein response
GO:0006995	cellular response to nitrogen starvation
GO:0006996	organelle organization
GO:0006997	nucleus organization
GO:0006998	nuclear envelope organization
GO:0006999	nuclear pore organization
GO:0007000	nucleolus organization
GO:0007004	telomere maintenance via telomerase
GO:0007005	mitochondrion organization
GO:0007006	mitochondrial membrane organization
GO:0007007	inner mitochondrial membrane organization
GO:0007009	plasma membrane organization
GO:0007010	cytoskeleton organization
GO:0007015	actin filament organization
GO:0007016	cytoskeletal anchoring at plasma membrane
GO:0007017	microtubule-based process
GO:0007018	microtubule-based movement
GO:0007019	microtubule depolymerization
GO:0007020	microtubule nucleation
GO:0007021	tubulin complex assembly
GO:0007023	post-chaperonin tubulin folding pathway
GO:0007026	negative regulation of microtubule depolymerization
GO:0007029	endoplasmic reticulum organization
GO:0007030	Golgi organization
GO:0007031	peroxisome organization
GO:0007032	endosome organization
GO:0007033	vacuole organization
GO:0007034	vacuolar transport
GO:0007035	vacuolar acidification
GO:0007039	protein catabolic process in the vacuole
GO:0007040	lysosome organization
GO:0007041	lysosomal transport
GO:0007043	cell-cell junction assembly
GO:0007045	cell-substrate adherens junction assembly
GO:0007049	cell cycle
GO:0007050	cell cycle arrest
GO:0007051	spindle organization
GO:0007052	mitotic spindle organization
GO:0007058	spindle assembly involved in female meiosis II
GO:0007059	chromosome segregation
GO:0007060	male meiosis chromosome segregation
GO:0007062	sister chromatid cohesion
GO:0007064	mitotic sister chromatid cohesion
GO:0007076	mitotic chromosome condensation
GO:0007080	mitotic metaphase plate congression
GO:0007084	mitotic nuclear envelope reassembly
GO:0007088	regulation of mitotic nuclear division
GO:0007091	metaphase/anaphase transition of mitotic cell cycle
GO:0007093	mitotic cell cycle checkpoint
GO:0007094	mitotic spindle assembly checkpoint
GO:0007095	mitotic G2 DNA damage checkpoint
GO:0007096	regulation of exit from mitosis
GO:0007097	nuclear migration
GO:0007098	centrosome cycle
GO:0007099	centriole replication
GO:0007100	mitotic centrosome separation
GO:0007127	meiosis I
GO:0007129	synapsis
GO:0007130	synaptonemal complex assembly
GO:0007131	reciprocal meiotic recombination
GO:0007140	male meiotic nuclear division
GO:0007141	male meiosis I
GO:0007154	cell communication
GO:0007155	cell adhesion
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules
GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules
GO:0007158	neuron cell-cell adhesion
GO:0007160	cell-matrix adhesion
GO:0007162	negative regulation of cell adhesion
GO:0007163	establishment or maintenance of cell polarity
GO:0007165	signal transduction
GO:0007166	cell surface receptor signaling pathway
GO:0007168	receptor guanylyl cyclase signaling pathway
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway
GO:0007172	signal complex assembly
